0xffc00dcc,memShow_FW
0xffcef6fc,GetCurrentMaximumLogSize_FW
0xffcf154c,SetDefaultRecParameter_FW
0xffcf174c,EnableDebugLogMode_FW
0xffcf1760,DisableDebugLogMode_FW
0xffcf55f8,GetImageFolder
0xffcfafe8,task_DPOFTask
0xffd00d4c,WriteSDCard
0xffd052d0,task_ImgTrim
0xffd06c20,task_RedEyePly
0xffd0adb0,EnableCzDebugLog_FW
0xffd0adc8,DisableCzDebugLog_FW
0xffd0addc,CzDebugPrint_FW
0xffd0b9ec,GetFocusLensPullInMaxSpeed_FW
0xffd0bd28,GetCurrentTargetDistance_FW
0xffd0bd28,GetFocusLensSubjectDistance
0xffd0bd90,GetCurrentFocusLensPosition_FW
0xffd0bd90,GetCurrentFocusPosition_FW
0xffd0c180,GetFocusLensSubjectDistanceFromLens
0xffd0c1d8,IsFocusLensOutSidePosition_FW
0xffd0c1fc,GetFocusResetPosition_FW
0xffd0c268,GetFocusDefaultResetPosition_FW
0xffd0c2d4,ReloadFocusLensAdjustment_FW
0xffd0ca30,GetCurrentAvValue
0xffd0ca30,GetCurrentAvValue_FW
0xffd0ca30,GetIrisAv_FW
0xffd0cc38,ReloadIrisAdjustment_FW
0xffd0cc98,GetLensErrorStatus_FW
0xffd0cf38,task_MechaCom
0xffd0ded0,GetZoomPiSensorLevel_FW
0xffd0df18,GetFocusPiSensorLevel_FW
0xffd0f574,GetMechaShutterMoveTime_FW
0xffd0f59c,GetMechaShutterStatus_FW
0xffd0f6d4,ReloadNdFilterAdjustment_FW
0xffd0fad4,GetCurrentZoomLensPosition_FW
0xffd0fad4,GetCurrentZoomPosition_FW
0xffd0fad4,GetZoomLensCurrentPosition_FW
0xffd0fafc,GetCurrentZoomLensPoint_FW
0xffd0fafc,GetCurrentZoomPoint_FW
0xffd0fafc,GetZoomLensCurrentPoint
0xffd0fafc,GetZoomLensCurrentPoint_FW
0xffd0fee4,GetZoomLensTelePoint_FW
0xffd0fee4,GetZoomTelePoint_FW
0xffd10218,IsZoomLensOutSidePosition_FW
0xffd102d8,ReloadZoomAdjustment_FW
0xffd104e4,GetZoomLensMechaEdgePosition_FW
0xffd104e8,GetZoomDrivingTime_FW
0xffd138cc,task_MovieRecord
0xffd13bf4,MechaUnRegisterEventProcedure_FW
0xffd13c34,Mecha.Create_FW
0xffd13c8c,MechaReset_FW
0xffd13c98,MechaTerminate_FW
0xffd13ca4,ShowMechaMacro_FW
0xffd13d9c,DispDev_EnableEventProc_FW
0xffd13ddc,SetSDPwrPort_FW
0xffd13e08,j_GetAdVBattBottom_FW
0xffd13e0c,j_GetAdChValue_FW
0xffd13e10,j_BeepDrive_FW
0xffd13e14,j_BeepDriveComp_FW
0xffd13e18,j_VbattGet_FW
0xffd13e1c,j_LEDDrive_FW
0xffd13e20,ShowPhySwStatus_FW
0xffd13e30,SetRawSWCheckMode_FW
0xffd13e40,OnPrintPhySw_FW
0xffd13e50,OffPrintPhySw_FW
0xffd13e60,j_GetSwitchStatus_FW
0xffd13e64,ShowSDStatus_FW
0xffd13e74,j_GetSDDetect_FW
0xffd13e78,j_GetSDProtect_FW
0xffd13e7c,SetIgnoreAVJACK_FW
0xffd13e8c,j_GetDialEventId_FW
0xffd13e90,j_GetBatteryCoverClose_FW
0xffd13e94,j_IsHvSensorExist_FW
0xffd13e98,Driver.Create_FW
0xffd13e98,Driver_EnableEventProc_FW
0xffd14128,GetDateAndTime_FW
0xffd141cc,j_Printf_FW
0xffd141d0,j_MonSelEvent_FW
0xffd141d4,j_MemoryChecker_FW
0xffd141d8,j_VerifyByte_FW
0xffd141dc,EraseSignature_FW
0xffd141ec,j_SDump_FW
0xffd141f0,Dump_FW
0xffd14200,Dump32_FW
0xffd14214,Poke32_FW
0xffd14224,Poke16_FW
0xffd14234,Poke8_FW
0xffd14244,j_Peek32_FW
0xffd14248,j_Peek16_FW
0xffd1424c,j_Peek8_FW
0xffd14250,Wait_FW
0xffd14260,j_exec_FW
0xffd14264,ShowAllTaskInfo_FW
0xffd14274,System.Delete_FW
0xffd14930,System.Create_FW
0xffd14ba4,UIFS_IsAvailableMovieRecOptZoom_FW
0xffd14bac,UIFS_IsAvailableMovieRecDigZoom_FW
0xffd14bb4,UIFS_IsAvailableServoAF_FW
0xffd14bbc,UIFS_IsAvailableRecMenuAFMode_FW
0xffd14bc4,UIFS_IsAutoPopupDownStrobe_FW
0xffd14bcc,UIFS_IsAvailableAvTvMode_FW
0xffd14ccc,UIFS_SetDialStillRec_FW
0xffd14cec,UIFS_SetCaptureModeToP_FW
0xffd14d2c,UIFS_SetDialMovieRec_FW
0xffd14d6c,UIFS_SetDialPlay_FW
0xffd14d8c,UIFS_OpenPopupStrobe_FW
0xffd14dbc,UIFS_ClosePopupStrobe_FW
0xffd14dec,UIFS_MountExtFlash_FW
0xffd14e1c,UIFS_UnmountExtFlash_FW
0xffd14e4c,UIFS_ConnectVideo_FW
0xffd14e7c,UIFS_DisconnectVideo_FW
0xffd14eac,j_UIFS_MoveZoomTo_FW
0xffd14eb0,UIFS_StopPostingUIEvent_FW
0xffd14eb4,UIFS_RestartPostingUIEvent_FW
0xffd14eb8,UIFS_PostModeDial_FW
0xffd14ee0,j_UIFS_Capture_FW
0xffd14ee4,j_UIFS_CaptureNoneStop_FW
0xffd14ee8,j_UIFS_StartMovieRecord_FW
0xffd14eec,j_UIFS_StopMovieRecord_FW
0xffd14ef0,UIFS_StartClockMode_FW
0xffd14ef8,UIFS_EndClockMode_FW
0xffd14f00,UIFS_SetCradleSetting_FW
0xffd14f04,j_UIFS_WriteFirmInfoToFile_FW
0xffd14f08,UIFS_GetMovieRecoadableNumber_FW
0xffd14f50,UIFS_GetStillShotableNumber_FW
0xffd14f84,UIFS_ChangeShootState_FW
0xffd14fa8,UIFS_ShootSeqToUI_FW
0xffd14fcc,UIFS_GetLastPath_FW
0xffd15004,UIFS_GetAvItemCount_FW
0xffd1505c,UIFS_GetTvItemCount_FW
0xffd150b4,UIFS_GetAvItem_FW
0xffd150f0,UIFS_GetTvItem_FW
0xffd151e0,UIFS_GetCurrentAvString_FW
0xffd15260,UIFS_GetCurrentTvString_FW
0xffd152e0,j_UIFS_IsAvailableShots_FW
0xffd152e4,j_UIFS_GetNumberOfDisplayedImage_FW
0xffd15cd8,UI_ShowStateOfRecMode_FW
0xffd15cec,UI.Create_FW
0xffd15cec,UI_RegistDebugEventProc_FW
0xffd15dd8,InitializeAdjustmentSystem_FW
0xffd15e10,TerminateAdjustmentSystem_FW
0xffd15e48,InitializeAdjustmentFunction_FW
0xffd15e70,FA.Delete_FW
0xffd15e84,FA.Create_FW
0xffd15ea8,DispDev.Create_FW
0xffd15f18,Capture.Create_FW
0xffd15f58,EngineDriver.Create_FW
0xffd1793c,task_ShutterSoundTask
0xffd18bcc,task_DvlpSeqTask
0xffd191e4,NR_SetDarkSubType
0xffd191e4,NR_SetDarkSubType_FW
0xffd19268,NR_SetDefectCorrectType_FW
0xffd19294,NR_GetDarkSubType
0xffd19294,NR_GetDarkSubType_FW
0xffd192d4,NR_SetTassenType_FW
0xffd19304,NR_GetDefectCorrectType_FW
0xffd19344,NR_SetLotasPonyType_FW
0xffd19358,NR_SetDoubleNRType_FW
0xffd1a618,GetLogToFile_FW
0xffd1a640,EraseLogSector_FW
0xffd1f30c,AdditionAgentRAM_FW
0xffd27398,UIFS_WriteFirmInfoToFile
0xffd27398,UIFS_WriteFirmInfoToFile_FW
0xffd294fc,ShowLanguageNameList_FW
0xffd29528,SaveLanguageNameList_FW
0xffd2952c,RegisterLanguageName_FW
0xffd295ec,DeleteLanguageMenu_FW
0xffd29a38,CreateLanguageMenu_FW
0xffd2b400,FmtMenu_ExecuteQuickFormat_FW
0xffd35f54,PTM_AllReset_FW
0xffd362b8,PTM_GetWorkingCaptureMode_FW
0xffd362d0,PTM_SetCurrentItem_FW
0xffd36668,PTM_NextItem_FW
0xffd36670,PTM_PrevItem_FW
0xffd3696c,PTM_SetProprietyEnable_FW
0xffd36bb4,PTM_IsEnableItem_FW
0xffd36c80,PTM_BackupUIProperty_FW
0xffd36c80,SetParameterData
0xffd36d10,GetParameterData
0xffd3703c,ExecuteResetFactoryWithRomWrite_FW
0xffd3bfdc,UIFS_Capture_FW
0xffd3c0b0,UIFS_CaptureNoneStop_FW
0xffd3cc54,UnsetZoomForMovie
0xffd3d280,UIFS_MoveZoomTo_FW
0xffd6c514,UIFS_GetNumberOfDisplayedImage_FW
0xffd85bf0,RefreshPhysicalScreen
0xffd86fa4,ScreenLock,(stubs_entry_2.s)
0xffd85c54,ScreenUnlock,(stubs_entry_2.s)
0xffd87124,memset
0xffd87124,memset_FW
0xffd871a0,realloc
0xffd87258,sscanf_FW
0xffd880ec,apex2us
0xffda2bfc,PointDefDetect_FW
0xffda2f98,PointKizuCheck_FW
0xffda2ff4,SensDefCrowdCheck_FW
0xffda3028,ChangeGradeTable_FW
0xffda303c,GetDefectCrawInfo_FW
0xffda30a4,SetDefectRecParam_FW
0xffda31a8,ChangeDefectRecParam_FW
0xffda31b8,ExecuteDefectRec_FW
0xffda31cc,ExecuteDefectRecAndSaveImage_FW
0xffda321c,j_InitializeDefectRec_FW
0xffda3220,j_TerminateDefectRec_FW
0xffda36d4,DevelopTool.DevelopTest_FW
0xffda9d5c,ReloadEfAdjustment_FW
0xffdaa888,task_CntFlashTask
0xffdac164,EF.StartEFCharge_FW
0xffdac1b4,EF.StopEFCharge_FW
0xffdac1c4,EF.SetEFChargeTimeOut_FW
0xffdac1d8,EF.StartInternalPreFlash_FW
0xffdac214,EF.StartInternalMainFlash_FW
0xffdac29c,EF.SetMainFlashTime_FW
0xffdac2b0,j_EF.IsChargeFull_FW
0xffdac2b4,EF.AdjPreFlash_FW
0xffdac2f8,EF.SetChargeMode_FW
0xffdac30c,EF.SetFlashTime_FW
0xffdba760,AFTool.GetEVal_FW
0xffdc12fc,LiveImageTool.StartEVF_FW
0xffdc1378,LiveImageTool.StartEVFFocusJet_FW
0xffdc13f4,LiveImageTool.StartEVFMF_FW
0xffdc1658,LiveImageTool.StartEVFMovVGA_FW
0xffdc1714,LiveImageTool.StartEVFMovQVGA60_FW
0xffdc17d0,LiveImageTool.StartEVFMovQVGA_FW
0xffdc188c,LiveImageTool.StartEVFMovQQVGA_FW
0xffdc1948,LiveImageTool.StartEVFMovXGA_FW
0xffdc1a00,LiveImageTool.StartEVFMovHD_FW
0xffdc1ab8,LiveImageTool.StopEVF_FW
0xffdc1ac8,LiveImageTool.StartMjpegMaking_FW
0xffdc1ae8,LiveImageTool.StopMjpegMaking_FW
0xffdc1af8,LiveImageTool.DzoomTele_FW
0xffdc1b18,LiveImageTool.DzoomWide_FW
0xffdc1b38,LiveImageTool.StopDzoom_FW
0xffdc1b48,LiveImageTool.Pause_FW
0xffdc1b58,LiveImageTool.Resume_FW
0xffdc1b68,LiveImageTool.ChangeDzoom_FW
0xffdc1bd8,j_LiveImageTool.GetDzoomPosition_FW
0xffdc1bdc,LiveImageTool.Jump_FW
0xffdc4258,ReloadColorAdjustment_FW
0xffdc83ac,task_PTPtoFAPI_EventProcTask
0xffdc8de8,add_ptp_handler
0xffdd8454,EngDrvOut_FW
0xffdd8470,EngDrvIn_FW
0xffdd8478,EngDrvRead_FW
0xffdd8480,EngDrvBits_FW
0xffdd84a4,EngDrvReadDump_FW
0xffddfda8,GetCurrentAdjImgDriveType_FW
0xffddfdb4,GetCurrentImgDrvMode_FW
0xffddfdd4,ConvertAEIntegDrvTypeToAdjImgDriveType_FW
0xffddfe20,ConvertAdjImgDrvModeToAdjImgDriveType_FW
0xffddfe88,ChangeAdjImgDrvMode_FW
0xffddfeb4,ChangeAEIntegDrvTypeToAdjImgDriveType_FW
0xffddff00,GetCurrentCcdTemp_FW
0xffddff1c,GetCurrentOptTemp_FW
0xffddff48,GetCameraInformationData_FW
0xffddff84,j_GetCameraInformationData_FW
0xffddffd0,SetFaexeEventTableActivation_FW
0xffde03f8,ShowTransparentMemory_FW
0xffde0418,DumpTransparentMemoryItem_FW
0xffde0458,AddTransparentMemory_FW
0xffde0490,AttachToTransparentMemory_FW
0xffde04c8,RemoveTransparentMemory_FW
0xffde04e8,GetTransparentMemorySize_FW
0xffde04fc,GetTransparentMemory_FW
0xffde0540,GetTransparentMemoryPosition_FW
0xffde0598,FreeBufferForSoundRec_FW
0xffde0614,StartSoundRecord_FW
0xffde064c,StartSoundPlay_FW
0xffde0694,InitializeSoundRec_FW
0xffde06c8,TerminateSoundRec_FW
0xffde6344,getImageDirName
0xffdefee0,task_FileScheduleTask
0xffdf0e40,task_FileWrite
0xffdf0e40,task_FileWriteTask
0xffdf2580,task_ReadScheduleTask
0xffdf5194,task_ReadFileTask
0xffdf575c,task_FORMAT_TASK_PROGRESS
0xffdf5944,task_FORMAT_TASK_NAME
0xffdf61c4,closedir
0xffdf6214,OpenFastDir
0xffdf6368,ReadFastDir
0xffdf7bdc,reboot_fw_update
0xffdf969c,task_FocusEvent
0xffdfb7f0,GetFocusLensResetPosition_FW
0xffdfb800,GetFocusLensResetDefaultPosition_FW
0xffdfbf84,SetFocusResetState_FW
0xffdfbf88,GetFocusLensCurrentPosition_FW
0xffdfbfb4,GetFocusLensDriveVoltage_FW
0xffdfc030,GetFocusLensSettingWaitVoltage_FW
0xffdfc07c,GetFocusLensHoldVoltage_FW
0xffdfce34,task_MechaShutter
0xffdfd704,task_Nd
0xffdfdd00,task_ZoomEvent
0xffdfe400,IsZoomActuatorResetSensorPlusSide_FW
0xffdfe9e8,MoveZoomActuator_FW
0xffdfea28,SetZoomActuatorSpeedPPS_FW
0xffdfea44,GetZoomActuatorSpeedPPS_FW
0xffdfea50,j_GetZoomActuatorCurrentPosition_FW
0xffdfea54,j_IsZoomActuatorResetSensorPlusSide_FW
0xffdfea68,GetZoomActuatorCurrentPosition_FW
0xffdff840,GetZoomLensCurrentPosition
0xffe00c4c,GetZoomResetSensorLevel_FW
0xffe00c58,ClearZoomDriveParam_FW
0xffe00d0c,SetZoomResetState_FW
0xffe025d0,task_AviWrite
0xffe04394,MoveCZToPoint_FW
0xffe043cc,MoveCZToWide_FW
0xffe043fc,MoveCZToTele_FW
0xffe0442c,MoveCZToPointByOVF_FW
0xffe044e0,ResetFocusLens
0xffe044e0,ResetFocusLens_FW
0xffe0453c,EscapeFocusLens_FW
0xffe045b4,MoveFocusLensToTerminate_FW
0xffe04610,MoveFocusLensWithDistance_FW
0xffe0471c,MoveFocusLensWithPosition_FW
0xffe04830,MoveFocusLensWithPositionWithoutBacklash_FW
0xffe04944,MoveFocusActuator_FW
0xffe04a00,SetFocusLensSpeed_FW
0xffe04a2c,SetFocusLensSpeedTable_FW
0xffe04ae8,SetFocusLensDefaultPullOutTable_FW
0xffe04afc,SetFocusLensCondition_FW
0xffe04c2c,ShowFocusLensCurrentSpeedTable_FW
0xffe04ca0,SetFocusLensMaxSpeedLimit_FW
0xffe04cb0,CancelFocusLensMaxSpeedLimit_FW
0xffe04cc0,EnableFocusLens_FW
0xffe04d0c,DisableFocusLens_FW
0xffe04d58,EnableFocusLensGainLockWithVoltage_FW
0xffe04d8c,DisableFocusLensGainLock_FW
0xffe04d9c,EnableFocusLensWaveLock_FW
0xffe04db8,DisableFocusLensWaveLock_FW
0xffe04dc8,j_GetFocusLensCurrentPosition_FW
0xffe04dcc,j_GetFocusLensResetPosition_FW
0xffe04dd0,j_GetFocusLensResetDefaultPosition_FW
0xffe04dd4,GetFocusLensSubjectDistance_FW
0xffe04df0,GetFocusLensSubjectDistanceNumber_FW
0xffe04df8,GetFocusLensPositionRatio_FW
0xffe04e00,GetFocusLensLoadSubjectDistance_FW
0xffe04e64,ChangeFocusDistanceToPosition_FW
0xffe04e6c,GetFocusLensLoadCamTable_FW
0xffe04e9c,j_GetFocusLensDriveVoltage_FW
0xffe04ea0,SetFocusLensDriveVoltage_FW
0xffe04ed8,j_GetFocusLensSettingWaitVoltage_FW
0xffe04edc,SetFocusLensSettingWaitVoltage_FW
0xffe04f14,j_GetFocusLensHoldVoltage_FW
0xffe04f18,SetFocusLensHoldVoltage_FW
0xffe04f50,j_GetFocusLensResetVoltage_FW
0xffe04f54,GetFocusLensMoveMaxPosition_FW
0xffe04f6c,GetFocusLensMoveMinPosition_FW
0xffe04f84,j_GetFocusLensPullInMaxSpeed_FW
0xffe04fd4,ResetIris_FW
0xffe04ff8,MoveIrisToTerminatePosition_FW
0xffe05000,MoveIrisWithAv
0xffe05000,MoveIrisWithAv_FW
0xffe05028,MoveIrisWithAvWithoutBacklash_FW
0xffe05050,j_GetIrisAv_FW
0xffe050ac,MoveLensToFirstPoint_FW
0xffe050f4,MoveLensToTerminatePoint_FW
0xffe0512c,j_IsLensOutside_FW
0xffe05130,j_GetLensErrorStatus_FW
0xffe05134,j_GetFocusStartZoomPosition_FW
0xffe05154,EnableMechaCircuit_FW
0xffe05164,DisableMechaCircuit_FW
0xffe05174,EnableFocusPiCircuit_FW
0xffe05184,DisableFocusPiCircuit_FW
0xffe05194,j_GetFocusPiSensorLevel_FW
0xffe05198,EnableZoomPiCircuit_FW
0xffe051a8,DisableZoomPiCircuit_FW
0xffe051b8,j_GetZoomPiSensorLevel_FW
0xffe051bc,EnableZoomEncoderCircuit_FW
0xffe051cc,DisableZoomEncoderCircuit_FW
0xffe051dc,SendMechaCircuitData_FW
0xffe05200,ReceiveMechaCircuitDataAll_FW
0xffe052fc,CloseMechaShutterWithTiming_FW
0xffe0536c,SetMechaShutterWaitTimeSetting_FW
0xffe05380,j_GetMechaShutterStatus_FW
0xffe05384,j_GetMechaShutterMoveTime_FW
0xffe053f4,PutInNdFilter
0xffe05418,PutOutNdFilter
0xffe0543c,SetNdDacSetting_FW
0xffe05460,EnableZoomLensEncoderPowerControl_FW
0xffe05470,DisableZoomLensEncoderPowerControl_FW
0xffe054e4,ResetZoomLens
0xffe054e4,ResetZoomLens_FW
0xffe05510,ResetZoomLensToFirst_FW
0xffe05550,ResetZoomLensToTermiante_FW
0xffe05590,MoveZoomLensWithPoint
0xffe05590,MoveZoomLensWithPoint_FW
0xffe055d4,MoveZoomLensWithPosition_FW
0xffe05618,MoveZoomLensToTerminatePosition_FW
0xffe05658,MoveZoomLensToMechaEdge_FW
0xffe056c4,SetZoomLensSpeedMode_FW
0xffe056f0,j_GetZoomLensCurrentPoint_FW
0xffe056f4,j_GetZoomLensCurrentPosition_FW
0xffe056f8,j_GetZoomLensTelePoint_FW
0xffe056fc,j_GetZoomLensMechaEdgePosition_FW
0xffe05700,ISAutoCenter_FW
0xffe05710,StartISLocalAdjust_FW
0xffe05720,j_StartISLocalHallAdjust_FW
0xffe05724,j_StartISLocalAutoCenter_FW
0xffe05728,ISMoveToMechaEdgeOPEN_FW
0xffe0573c,ISChangeOPENtoCLOSE_FW
0xffe0574c,SetISDriveAaxis_FW
0xffe05760,SetISDriveBaxis_FW
0xffe05774,SetISHallOffsetAaxis_FW
0xffe05788,SetISHallOffsetBaxis_FW
0xffe0579c,SetISHallGainAaxis_FW
0xffe057b0,SetISHallGainBaxis_FW
0xffe057c4,SetISGyroGainAaxis_FW
0xffe057d8,SetISGyroGainBaxis_FW
0xffe057ec,GetISDriveAaxis_FW
0xffe0580c,GetISDriveBaxis_FW
0xffe0582c,GetISPositionAaxis_FW
0xffe0584c,GetISPositionBaxis_FW
0xffe0586c,GetISHallOffsetAaxis_FW
0xffe0588c,GetISHallOffsetBaxis_FW
0xffe058ac,GetISHallGainAaxis_FW
0xffe058cc,GetISHallGainBaxis_FW
0xffe058ec,GetISGyroGainAaxis_FW
0xffe0590c,GetISGyroGainBaxis_FW
0xffe0592c,j_GetGyroDataPitch_FW
0xffe05930,j_GetGyroDataYaw_FW
0xffe05934,SetGyro10BitDACPitch_FW
0xffe05948,SetGyro10BitDACYaw_FW
0xffe0595c,j_GetGyro10BitDACPitch_FW
0xffe05960,j_GetGyro10BitDACYaw_FW
0xffe05964,SetGyroHPFINOffsetPitch_FW
0xffe05978,SetGyroHPFINOffsetYaw_FW
0xffe0598c,j_GetGyroHPFINOffsetPitch_FW
0xffe05990,j_GetGyroHPFINOffsetYaw_FW
0xffe05994,j_GetGyroHPFINPitch_FW
0xffe05998,j_GetGyroHPFINYaw_FW
0xffe0599c,SetISTuningFlag_FW
0xffe059b4,SetGyroFilterChargeStart_FW
0xffe059cc,SetGyroFilterChargeStop_FW
0xffe05ad4,GetGyroFilterCharge_FW
0xffe05af4,GetISFirmVersion_FW
0xffe05b1c,GetMechaDSPVersion_FW
0xffe05b44,GetISParamVersion_FW
0xffe05b6c,SetZoomPosition_FW
0xffe05b80,ISControlStart_FW
0xffe05b90,ISControlStop_FW
0xffe05ba0,ISPanModeStart_FW
0xffe05bb0,ISPanModeStop_FW
0xffe05bc0,SetISControlType_FW
0xffe05bd4,SetISStillStatus_FW
0xffe05be4,SetISMovieStatus_FW
0xffe05bf4,ChangeParallelMode_FW
0xffe05c08,SetLPFParallelBest_FW
0xffe05c24,GetLPFParallelBest_FW
0xffe05c54,SelectPositionSignal_FW
0xffe05c68,ClearISIComponent_FW
0xffe05c78,SetISHPFCutoff_FW
0xffe05c8c,ClearISZData_FW
0xffe05c9c,GetISHallOut1Amp_FW
0xffe05d6c,ISMDStart_FW
0xffe05d7c,ISMDStop_FW
0xffe05d8c,SetISLPFAaxis_FW
0xffe05da0,SetISLPFBaxis_FW
0xffe05db4,EnableISDriveError_FW
0xffe05dc4,DisableISDriveError_FW
0xffe05dd4,EnableISAutoGyroOffset_FW
0xffe05de4,DisableISAutoGyroOffset_FW
0xffe05df4,SetISHallAmpFirstGain_FW
0xffe05e08,GetISHallAmpFirstGain_FW
0xffe05e30,StartLoopGainCalc_FW
0xffe05e6c,GetLoopGainCalcData_FW
0xffe05ec0,SetLoopGainAdjValue_FW
0xffe05edc,GetLoopGainAdjValue_FW
0xffe05f00,StopLoopGainCalc_FW
0xffe05f10,StartImStEventProc_FW
0xffe06054,task_CreateHeaderTask
0xffe07c20,MemoryChecker_FW
0xffe07d5c,VerifyByte_FW
0xffe07f8c,SDump_FW
0xffe081ac,FreeMemory
0xffe081ac,FreeMemory_FW
0xffe081b4,AllocateMemory
0xffe081b4,AllocateMemory_FW
0xffe081d4,Peek32_FW
0xffe081dc,Peek16_FW
0xffe081e4,Peek8_FW
0xffe0820c,GetSystemTime
0xffe0820c,GetSystemTime_FW
0xffe08220,exec_FW
0xffe08294,MonSelEvent_FW
0xffe08768,MakeBootDisk_FW
0xffe0877c,MakeScriptDisk_FW
0xffe2a788,LCDMsg_Move_FW
0xffe2a7c8,LCDMsg_Delete_FW
0xffe2aac0,LCDMsg_Create_FW
0xffe2ab58,LCDMsg_SwDisp_FW
0xffe2aba8,LCDMsg_SetNum_FW
0xffe2abb8,LCDMsg_SetStr_FW
0xffe2ac80,LCDMsg_ChangeColor_FW
0xffe471a0,qsort
0xffe4bf48,InitializeDefectRec_FW
0xffe4bfb4,TerminateDefectRec_FW
0xffe59940,Bat_Calc_FW
0xffe59940,CalculateBatSenseOffset_FW
0xffe5c574,GetCdsGainValue_FW
0xffe5c59c,SetDeltaCDSGain_FW
0xffe5c5e0,j_ReloadCdsAdjustment_FW
0xffe5c5e4,GetObClampValue_FW
0xffe5c628,SetObClamp_FW
0xffe5c628,SetObClampValue_FW
0xffe5c630,SetCDSGain_FW
0xffe5c630,SetCdsGainValue_FW
0xffe5c65c,SetCdsPreGain_FW
0xffe5c664,GetCdsPreGain_FW
0xffe5c68c,j_GetCdsPreGain_FW
0xffe5c6b4,SetCdsPreGainReg_FW
0xffe5c6bc,GetCdsPreGainReg_FW
0xffe5c6e4,j_GetCdsPreGainReg_FW
0xffe5c708,SetCDSGainStep_FW
0xffe5c720,SetAdjCdsMode_FW
0xffe5c738,CancelAdjCdsMode_FW
0xffe5c81c,IsAdjCdsMode_FW
0xffe5c860,StopCaptureDrive_FW
0xffe5c8a4,j_CancelImageDrive_FW
0xffe5c9c4,StartCaptureDrive_FW
0xffe5c9cc,CaptureWithParam_FW
0xffe5c9e0,ChangeImageDrive_FW
0xffe5c9e8,GetCrwImageInfo_FW
0xffe5cb34,ConvertTvToExposureTime_FW
0xffe5cb54,j_GetCurrentExposureTime_FW
0xffe5cb5c,j_GetCurrentShutterSpeed_FW
0xffe5cb88,SetShutterSpeedWithMecha_FW
0xffe5cbd8,SetShutterSpeed_FW
0xffe5cc24,GetUserSetShutterSPeed_FW
0xffe5cc34,GetShutterSpeedRegularMaxLimit_FW
0xffe5cc4c,GetShutterSpeedRegularMinLimit_FW
0xffe5cc88,GetFrameRateWithApex_FW
0xffe5cd10,MoveIrisToAv_FW
0xffe5cd5c,j_ReloadIrisAdjustment_FW
0xffe5cd60,j_GetCurrentAvValue_FW
0xffe5ce10,MoveIrisFullOpen_FW
0xffe5ce44,MoveIrisFullClose_FW
0xffe5ceb4,j_ReloadNdFilterAdjustment_FW
0xffe5cecc,PutInNdFilter_FW
0xffe5cf04,PutOutNdFilter_FW
0xffe5cf88,CloseMShutter_FW
0xffe5cfc0,OpenMShutter_FW
0xffe5d8dc,CalculatePeakFromLeastSquareResult_FW
0xffe5d918,CalculateLog2ToApex_FW
0xffe5d92c,CalculatePow2FromApex_FW
0xffe5d978,CalcLog10_FW
0xffe5d9a0,ConvertApexToApexStd_FW
0xffe5d9d0,ConvertApexStdToApex_FW
0xffe5da68,CalcSqrt_FW
0xffe5da94,SetOneShotWBParam_FW
0xffe5da94,SetOneTypeWBParam_FW
0xffe5db14,OneShotWhigeBalance_FW
0xffe5db14,OneTypeWhiteBalance_FW
0xffe5db68,SetWBYlStandardWidth_FW
0xffe5dba8,SetReferenceWBGainForCalibration_FW
0xffe5dbd4,SetToolCorrectCoefficient_FW
0xffe5dc4c,j_ReloadWBAdjustment_FW
0xffe5df6c,ConvertCxCyToWBGain_FW
0xffe5e020,GetZoomLensResetPlus_FW
0xffe5e1c8,j_GetCurrentZoomLensPosition_FW
0xffe5e1c8,j_GetCurrentZoomPosition_FW
0xffe5e1cc,j_GetCurrentZoomLensPoint_FW
0xffe5e1cc,j_GetCurrentZoomPoint_FW
0xffe5e1d0,GetCurrentZoomLensDirection_FW
0xffe5e1ec,j_ReloadZoomAdjustment_FW
0xffe5e32c,j_GetZoomTelePoint_FW
0xffe5e330,j_GetZoomResetSensorLevel_FW
0xffe5e370,j_GetZoomDrivingTime_FW
0xffe5e3e4,j_ClearZoomDriveParam_FW
0xffe5e55c,j_IsZoomLensOutSidePosition_FW
0xffe5e564,StopZoomEmergency_FW
0xffe5e568,j_SetZoomResetState_FW
0xffe5e578,ResetZoom_FW
0xffe5e5ac,ResetZoomToFirst_FW
0xffe5e5ac,ResetZoomToFirstPoint_FW
0xffe5e5e0,ResetZoomToTerminate_FW
0xffe5e5e0,ResetZoomToTerminatePoint_FW
0xffe5e614,MoveZoomLensToPosition_FW
0xffe5e614,MoveZoomPosition_FW
0xffe5e650,MoveZoomLensToPoint_FW
0xffe5e650,MoveZoomPoint_FW
0xffe5e68c,MoveComputerZoomToPoint_FW
0xffe5e6c8,ResetZoomToAdjFirstPoint_FW
0xffe5e70c,ResetZoomToAdjTerminatePoint_FW
0xffe5e750,SetZoomLensEncoderPowerControl_FW
0xffe5e794,GetZoomDefaultDriveParam_FW
0xffe5e7ac,SetZoomDriveParam_FW
0xffe5e7e0,GetZoomResetDriveParam_FW
0xffe5e7f8,SetZoomResetDriveParam_FW
0xffe5e82c,GetZoomNormalDriveParam_FW
0xffe5e844,SetZoomNormalDriveParam_FW
0xffe5e878,GetZoomDefaultCommonDriveParam_FW
0xffe5e9b8,SetZoomCommonDriveParam_FW
0xffe5ea40,ClearZoomCommonDriveParam_FW
